season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1989/90,1990-03-17T00:00:00Z,Bideford,A,0-1,L,NA,WLP,NA,36,32,0,1,NA,Peter De Sisto,NA,league,0,28,0.875
1989/90,1990-03-24T00:00:00Z,Barnstaple Town,H,3-1,W,"Lee Burns, Ian Foster, Toby Jackson",WLP,NA,37,33,3,1,NA,Peter De Sisto,NA,league,3,31,0.9393939393939394
1989/90,1990-03-28T00:00:00Z,Chippenham Town,H,2-1,W,"Lee Burns, Ian Foster",WLP,NA,38,34,2,1,NA,Peter De Sisto,NA,league,3,34,1
1989/90,1990-03-31T00:00:00Z,Clevedon Town,A,1-1,D,Paul Wilcox,WLP,NA,39,35,1,1,NA,Peter De Sisto,NA,league,1,35,1
1989/90,1990-04-10T00:00:00Z,Liskeard Athletic,H,0-1,L,NA,WLP,NA,40,36,0,1,NA,Peter De Sisto,NA,league,0,35,0.9722222222222222
1989/90,1990-04-16T00:00:00Z,Paulton Rovers,A,0-1,L,NA,WLP,NA,41,37,0,1,NA,Peter De Sisto,NA,league,0,35,0.9459459459459459
1989/90,1990-04-21T00:00:00Z,Taunton Town,A,1-1,D,Peter McDonnell,WLP,NA,42,38,1,1,NA,Peter De Sisto,NA,league,1,36,0.9473684210526315
1989/90,1990-04-28T00:00:00Z,Exmouth Town,A,0-1,L,NA,WLP,NA,43,39,0,1,NA,Peter De Sisto,NA,league,0,36,0.9230769230769231
1989/90,1990-05-05T00:00:00Z,Saltash United,H,2-1,W,Ian Foster 2,WLP,NA,44,40,2,1,NA,Peter De Sisto,NA,league,3,39,0.975
1990/91,1990-08-22T00:00:00Z,Bristol Manor Farm,H,0-1,L,NA,WLP,NA,1,1,0,1,165,Mike Kelly,NA,league,0,0,0
1990/91,1990-08-25T00:00:00Z,Tiverton Town,H,2-1,W,"Andy Watts, Simon Horwood",WLP,NA,2,2,2,1,107,Mike Kelly,NA,league,3,3,1.5
1990/91,1990-08-29T00:00:00Z,Frome Town,A,1-1,D,Andy Watts,WLP,NA,3,3,1,1,NA,Mike Kelly,NA,league,1,4,1.3333333333333333
1990/91,1990-09-01T00:00:00Z,Tiverton Town,A,1-1,D,Andy Watts,FAC,P,4,1,1,1,107,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-09-08T00:00:00Z,Liskeard Athletic,H,2-1,W,"Andy Watts, Simon Horwood",WLP,NA,5,4,2,1,92,Mike Kelly,NA,league,3,7,1.75
1990/91,1990-09-12T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,WLP,NA,6,5,0,1,NA,Mike Kelly,NA,league,0,7,1.4
1990/91,1990-09-15T00:00:00Z,Radstock Town,A,4-1,W,"Tim Forward, Simon Horwood, Steve Spalding 2",WLP,NA,7,6,4,1,92,Mike Kelly,NA,league,3,10,1.6666666666666667
1990/91,1990-09-22T00:00:00Z,Torrington,H,1-1,D,Simon Horwood,WLP,NA,8,7,1,1,97,Mike Kelly,NA,league,1,11,1.5714285714285714
1990/91,1990-09-26T00:00:00Z,Chippenham Town,A,0-1,L,NA,WLP,NA,9,8,0,1,NA,Mike Kelly,NA,league,0,11,1.375
1990/91,1990-09-29T00:00:00Z,Bideford,A,2-1,W,Steve Spalding 2,WLP,NA,10,9,2,1,97,Mike Kelly,NA,league,3,14,1.5555555555555556
1990/91,1990-10-03T00:00:00Z,Chard Town,H,1-1,D,Steve Spalding,WLP,NA,11,10,1,1,105,Mike Kelly,NA,league,1,15,1.5
1990/91,1990-10-06T00:00:00Z,Backwell United,H,1-1,D,Simon Horwood,FAV,P,12,1,1,1,81,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-10-10T00:00:00Z,Clevedon Town,H,0-1,L,NA,WLP,NA,13,11,0,1,132,Mike Kelly,NA,league,0,15,1.3636363636363635
1990/91,1990-10-13T00:00:00Z,Dawlish Town,H,0-1,L,NA,WLP,NA,14,12,0,1,114,Mike Kelly,NA,league,0,15,1.25
1990/91,1990-10-20T00:00:00Z,Plymouth Argyle Reserves,A,0-1,L,NA,WLP,NA,15,13,0,1,NA,Mike Kelly,NA,league,0,15,1.1538461538461537
1990/91,1990-10-22T00:00:00Z,Mangotsfield United,A,0-1,L,NA,WLP,NA,16,14,0,1,NA,Mike Kelly,NA,league,0,15,1.0714285714285714
1990/91,1990-10-27T00:00:00Z,Taunton Town,H,2-1,W,"Simon Horwood, John Kelly",WLP,NA,17,15,2,1,105,Mike Kelly,NA,league,3,18,1.2
1990/91,1990-10-31T00:00:00Z,Frome Town,H,2-1,W,Simon Horwood 2,WLP,NA,18,16,2,1,195,Mike Kelly,NA,league,3,21,1.3125
1990/91,1990-11-03T00:00:00Z,Keynsham Town,H,2-1,W,"Steve Spalding, Simon Horwood",FAV,1,19,2,2,1,78,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-11-10T00:00:00Z,Saltash United,A,1-1,D,Tim Forward,WLP,NA,20,17,1,1,NA,Mike Kelly,NA,league,1,22,1.2941176470588236
1990/91,1990-11-18T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,21,18,0,1,119,Mike Kelly,NA,league,0,22,1.2222222222222223
1990/91,1990-11-20T00:00:00Z,Clevedon Town,A,1-1,D,Simon Horwood,SPC,NA,22,1,1,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-11-24T00:00:00Z,Wellington,A,1-1,D,Simon Horwood,FAV,2,23,3,1,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-11-25T00:00:00Z,Devizes Town,A,0-1,L,NA,LPC,2,24,1,0,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-12-01T00:00:00Z,Chippenham Town,H,0-1,L,NA,WLP,NA,25,19,0,1,NA,Mike Kelly,NA,league,0,22,1.1578947368421053
1990/91,1990-12-05T00:00:00Z,Weston-super-Mare,H,2-1,W,"Simon Horwood, Andy Watts",WLP,NA,26,20,2,1,NA,Mike Kelly,NA,league,3,25,1.25
1990/91,1990-12-08T00:00:00Z,Bristol Manor Farm,A,0-1,L,NA,WLP,NA,27,21,0,1,NA,Mike Kelly,NA,league,0,25,1.1904761904761905
1990/91,1990-12-12T00:00:00Z,Clevedon Town,H,2-1,W,"Michael Semple,  Simon Horwood",SPC,R,28,2,2,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1990-12-15T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,29,22,0,1,NA,Mike Kelly,NA,league,0,25,1.1363636363636365
1990/91,1990-12-19T00:00:00Z,Tiverton Town,A,1-1,D,John Kelly,WLP,NA,30,23,1,1,NA,Mike Kelly,NA,league,1,26,1.1304347826086956
1990/91,1991-01-19T00:00:00Z,Barnstaple Town,H,2-1,W,"Simon Horwood, Duncan Fear",WLP,NA,31,24,2,1,NA,Mike Kelly,NA,league,3,29,1.2083333333333333
1990/91,1991-01-23T00:00:00Z,Radstock Town,A,1-1,D,Martin Wilmott,SPC,NA,32,3,1,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1990/91,1991-01-26T00:00:00Z,Ottery St Mary,A,0-1,L,NA,WLP,NA,33,25,0,1,NA,Mike Kelly,NA,league,0,29,1.16
1990/91,1991-02-02T00:00:00Z,Torrington,A,0-1,L,NA,WLP,NA,34,26,0,1,NA,Mike Kelly,NA,league,0,29,1.1153846153846154
1990/91,1991-02-17T00:00:00Z,Liskeard Athletic,A,0-1,L,NA,WLP,NA,35,27,0,1,NA,Mike Kelly,NA,league,0,29,1.0740740740740742
1990/91,1991-02-23T00:00:00Z,Clevedon Town,A,1-1,D,Steve Winter,WLP,NA,36,28,1,1,NA,Mike Kelly,NA,league,1,30,1.0714285714285714
1990/91,1991-03-02T00:00:00Z,Ottery St Mary,H,2-1,W,Simon Horwood 2,WLP,NA,37,29,2,1,NA,Mike Kelly,NA,league,3,33,1.1379310344827587
1990/91,1991-03-09T00:00:00Z,Chard Town,A,2-1,W,"Simon Horwood, Mike Gough",WLP,NA,38,30,2,1,NA,Mike Kelly,NA,league,3,36,1.2
1990/91,1991-03-13T00:00:00Z,Radstock Town,H,4-1,W,"Simon Horwood 3, OG",WLP,NA,39,31,4,1,NA,Mike Kelly,NA,league,3,39,1.2580645161290323
1990/91,1991-03-23T00:00:00Z,Dawlish Town,A,1-1,D,Andy Watts,WLP,NA,40,32,1,1,NA,Mike Kelly,NA,league,1,40,1.25
1990/91,1991-03-29T00:00:00Z,Paulton Rovers,H,1-1,D,Andy Watts,WLP,NA,41,33,1,1,NA,Mike Kelly,NA,league,1,41,1.2424242424242424
1990/91,1991-04-01T00:00:00Z,Exmouth Town,A,1-1,D,Steve Spalding,WLP,NA,42,34,1,1,NA,Mike Kelly,NA,league,1,42,1.2352941176470589
1990/91,1991-04-06T00:00:00Z,Taunton Town,A,2-1,W,"Andy Watts, Simon Horwood",WLP,NA,43,35,2,1,NA,Mike Kelly,NA,league,3,45,1.2857142857142858
1990/91,1991-04-08T00:00:00Z,Plymouth Argyle Reserves,H,0-1,L,NA,WLP,NA,44,36,0,1,NA,Mike Kelly,NA,league,0,45,1.25
1990/91,1991-04-20T00:00:00Z,Barnstaple Town,A,1-1,D,Simon Horwood,WLP,NA,45,37,1,1,NA,Mike Kelly,NA,league,1,46,1.2432432432432432
1990/91,1991-04-23T00:00:00Z,Paulton Rovers,A,0-1,L,NA,WLP,NA,46,38,0,1,NA,Mike Kelly,NA,league,0,46,1.2105263157894737
1990/91,1991-04-27T00:00:00Z,Saltash United,H,0-1,L,NA,WLP,NA,47,39,0,1,NA,Mike Kelly,NA,league,0,46,1.1794871794871795
1990/91,1991-05-04T00:00:00Z,Exmouth Town,H,2-1,W,Tim Forward 2,WLP,NA,48,40,2,1,NA,Mike Kelly,NA,league,3,49,1.225
1991/92,1991-08-17T00:00:00Z,Saltash United,A,0-1,L,NA,WLP,NA,1,1,0,1,NA,Mike Kelly,NA,league,0,0,0
1991/92,1991-08-19T00:00:00Z,Taunton Town,H,1-1,D,Simon Horwood,WLP,NA,2,2,1,1,136,Mike Kelly,NA,league,1,1,0.5
1991/92,1991-08-24T00:00:00Z,Clevedon Town,H,0-1,L,NA,WLP,NA,3,3,0,1,115,Mike Kelly,NA,league,0,1,0.3333333333333333
1991/92,1991-08-28T00:00:00Z,Frome Town,A,1-1,D,Simon Horwood,WLP,NA,4,4,1,1,NA,Mike Kelly,NA,league,1,2,0.5
1991/92,1991-08-31T00:00:00Z,Melksham Town,A,1-1,D,Simon Horwood,FAC,P,5,1,1,1,NA,Mike Kelly,NA,cup,NA,NA,NA
1991/92,1991-09-02T00:00:00Z,Melksham Town,H,1-1,D,Steve Spalding,FAC,PR,6,2,1,1,170,Mike Kelly,NA,cup,NA,NA,NA
1991/92,1991-09-09T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,7,5,0,1,249,Mike Kelly,NA,league,0,2,0.4
1991/92,1991-09-14T00:00:00Z,Exmouth Town,H,0-1,L,NA,WLP,NA,8,6,0,1,92,Mike Kelly,NA,league,0,2,0.3333333333333333
1991/92,1991-09-21T00:00:00Z,Ottery St Mary,A,1-1,D,Steve Spalding,WLP,NA,9,7,1,1,NA,Mike Kelly,NA,league,1,3,0.42857142857142855
1991/92,1991-09-28T00:00:00Z,Torrington,A,2-1,W,Simon Horwood 2,WLP,NA,10,8,2,1,NA,Dave Stone,NA,league,3,6,0.75
1991/92,1991-09-30T00:00:00Z,Chard Town,H,1-1,D,Neil Parker,WLP,NA,11,9,1,1,147,Dave Stone,NA,league,1,7,0.7777777777777778
1991/92,1991-10-05T00:00:00Z,Almondsbury Picksons,A,1-1,D,Mike Gough,FAV,P,12,1,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-10-12T00:00:00Z,Dawlish Town,H,1-1,D,Simon White,WLP,NA,13,10,1,1,87,Dave Stone,NA,league,1,8,0.8
1991/92,1991-10-16T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,SPC,NA,14,1,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-10-19T00:00:00Z,Exmouth Town,A,0-1,L,NA,WLP,NA,15,11,0,1,NA,Dave Stone,NA,league,0,8,0.7272727272727273
1991/92,1991-10-26T00:00:00Z,Bideford,A,1-1,D,John Morgan,WLP,NA,16,12,1,1,NA,Dave Stone,NA,league,1,9,0.75
1991/92,1991-11-02T00:00:00Z,Minehead,H,1-1,D,Julian Bowen,FAV,1,17,2,1,1,52,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-11-09T00:00:00Z,Bishop Sutton,A,2-1,W,"Paul Williams, Julian Bowen",LPC,2,18,1,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-11-16T00:00:00Z,Elmore,H,0-1,L,NA,WLP,NA,19,13,0,1,82,Dave Stone,NA,league,0,9,0.6923076923076923
1991/92,1991-11-23T00:00:00Z,Dawlish Town,A,2-1,W,"Julian Bowen, Nilton Green",FAV,2,20,3,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-11-27T00:00:00Z,Tiverton Town,A,0-1,L,NA,WLP,NA,21,14,0,1,NA,Dave Stone,NA,league,0,9,0.6428571428571429
1991/92,1991-11-30T00:00:00Z,Bristol Manor Farm,A,0-1,L,NA,WLP,NA,22,15,0,1,NA,Dave Stone,NA,league,0,9,0.6
1991/92,1991-12-02T00:00:00Z,Frome Town,H,1-1,D,Ian Currell,WLP,NA,23,16,1,1,190,Dave Stone,NA,league,1,10,0.625
1991/92,1991-12-21T00:00:00Z,Malden Vale,H,2-1,W,Andrew Vause 2,FAV,3,24,4,2,1,90,Dave Stone,NA,cup,NA,NA,NA
1991/92,1991-12-26T00:00:00Z,Paulton Rovers,H,0-1,L,NA,WLP,NA,25,17,0,1,210,Dave Stone,NA,league,0,10,0.5882352941176471
1991/92,1992-01-01T00:00:00Z,Chippenham Town,A,2-1,W,"Ian Davis, Neil Parker",WLP,NA,26,18,2,1,NA,Dave Stone,NA,league,3,13,0.7222222222222222
1991/92,1992-01-04T00:00:00Z,Plymouth Argyle Reserves,A,2-1,W,"Mike Gough, Neil Parker",WLP,NA,27,19,2,1,NA,Dave Stone,NA,league,3,16,0.8421052631578947
1991/92,1992-01-11T00:00:00Z,Torrington,H,0-1,L,NA,WLP,NA,28,20,0,1,68,Dave Stone,NA,league,0,16,0.8
1991/92,1992-01-18T00:00:00Z,Edgware Town,A,1-1,D,Andrew Vause,FAV,4,29,5,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1991/92,1992-01-20T00:00:00Z,Plymouth Argyle Reserves,H,0-1,L,NA,LPC,3,30,2,0,1,108,Dave Stone,NA,cup,NA,NA,NA
1991/92,1992-01-25T00:00:00Z,Clevedon Town,A,0-1,L,NA,WLP,NA,31,21,0,1,NA,Dave Stone,NA,league,0,16,0.7619047619047619
1991/92,1992-01-26T00:00:00Z,Liskeard Athletic,H,2-1,W,"Neil Parker, Julian Bowen",WLP,NA,32,22,2,1,129,Dave Stone,NA,league,3,19,0.8636363636363636
1991/92,1992-02-01T00:00:00Z,Taunton Town,A,0-1,L,NA,WLP,NA,33,23,0,1,NA,Dave Stone,NA,league,0,19,0.8260869565217391
1991/92,1992-02-08T00:00:00Z,Saltash United,H,1-1,D,Neil Parker,WLP,NA,34,24,1,1,72,Dave Stone,NA,league,1,20,0.8333333333333334
1991/92,1992-02-17T00:00:00Z,Mangotsfield United,A,2-1,W,"Ian Davis, Julian Bowen",WLP,NA,35,25,2,1,NA,Dave Stone,NA,league,3,23,0.92
1991/92,1992-02-22T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WLP,NA,36,26,0,1,NA,Dave Stone,NA,league,0,23,0.8846153846153846
1991/92,1992-02-29T00:00:00Z,Chippenham Town,H,1-1,D,Neil Parker,WLP,NA,37,27,1,1,NA,Dave Stone,NA,league,1,24,0.8888888888888888
1991/92,1992-03-07T00:00:00Z,Plymouth Argyle Reserves,H,0-1,L,NA,WLP,NA,38,28,0,1,NA,Dave Stone,NA,league,0,24,0.8571428571428571
1991/92,1992-03-11T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,WLP,NA,39,29,0,1,NA,Dave Stone,NA,league,0,24,0.8275862068965517
1991/92,1992-03-14T00:00:00Z,Bideford,H,1-1,D,Neil Parker,WLP,NA,40,30,1,1,NA,Dave Stone,NA,league,1,25,0.8333333333333334
1991/92,1992-03-18T00:00:00Z,Chard Town,A,0-1,L,NA,WLP,NA,41,31,0,1,NA,Dave Stone,NA,league,0,25,0.8064516129032258
1991/92,1992-03-21T00:00:00Z,Elmore,A,0-1,L,NA,WLP,NA,42,32,0,1,NA,Dave Stone,NA,league,0,25,0.78125
1991/92,1992-03-27T00:00:00Z,Tiverton Town,H,0-1,L,NA,WLP,NA,43,33,0,1,NA,Dave Stone,NA,league,0,25,0.7575757575757576
1991/92,1992-03-29T00:00:00Z,Liskeard Athletic,A,0-1,L,NA,WLP,NA,44,34,0,1,NA,Dave Stone,NA,league,0,25,0.7352941176470589
1991/92,1992-04-04T00:00:00Z,Minehead,H,3-1,W,Neil Parker 3,WLP,NA,45,35,3,1,NA,Dave Stone,NA,league,3,28,0.8
1991/92,1992-04-11T00:00:00Z,Dawlish Town,A,0-1,L,NA,WLP,NA,46,36,0,1,NA,Dave Stone,NA,league,0,28,0.7777777777777778
1991/92,1992-04-17T00:00:00Z,Paulton Rovers,A,2-1,W,"Neil Parker, Simon White",WLP,NA,47,37,2,1,NA,Dave Stone,NA,league,3,31,0.8378378378378378
1991/92,1992-04-18T00:00:00Z,Ottery St Mary,H,4-1,W,"Neil Parker 2, Ian Davis, Andrew Vause",WLP,NA,48,38,4,1,NA,Dave Stone,NA,league,3,34,0.8947368421052632
1991/92,1992-04-20T00:00:00Z,Bristol Manor Farm,H,1-1,D,Neil Parker,WLP,NA,49,39,1,1,NA,Dave Stone,NA,league,1,35,0.8974358974358975
1991/92,1992-04-25T00:00:00Z,Minehead,A,1-1,D,OG,WLP,NA,50,40,1,1,NA,Dave Stone,NA,league,1,36,0.9
1992/93,1992-08-15T00:00:00Z,Crediton United,H,1-1,D,John Morgan,WL1,NA,1,1,1,1,NA,Alan O’Leary,NA,league,1,1,1
1992/93,1992-08-19T00:00:00Z,Warminster Town,A,1-1,D,Trevor O’Neill,WL1,NA,2,2,1,1,NA,Alan O’Leary,NA,league,1,2,1
1992/93,1992-08-22T00:00:00Z,Melksham Town,A,1-1,D,Stuart Nethercott,WL1,NA,3,3,1,1,NA,Alan O’Leary,NA,league,1,3,1
1992/93,1992-08-24T00:00:00Z,Radstock Town,H,2-1,W,"Trevor O’Neill, Dean Scott",WL1,NA,4,4,2,1,NA,Alan O’Leary,NA,league,3,6,1.5
1992/93,1992-08-29T00:00:00Z,Hungerford Town,H,4-1,W,"Gordon Maynard 2, Gary Banfield, Trevor O’Neill",FAC,P,5,1,4,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-09-05T00:00:00Z,Glastonbury,A,2-1,W,"Trevor O’Neill, John Morgan",WL1,NA,6,5,2,1,NA,Alan O’Leary,NA,league,3,9,1.8
1992/93,1992-09-07T00:00:00Z,Devizes Town,H,4-1,W,"Lee Gould 2, Trevor O’Neill, Seann Wolff",WL1,NA,7,6,4,1,NA,Alan O’Leary,NA,league,3,12,2
1992/93,1992-09-12T00:00:00Z,Calne Town,H,1-1,D,John Morgan,FAC,1Q,8,2,1,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-09-26T00:00:00Z,Brislington,A,2-1,W,"John Morgan, Stuart Nethercott",WL1,NA,9,7,2,1,NA,Alan O’Leary,NA,league,3,15,2.142857142857143
1992/93,1992-09-28T00:00:00Z,Glastonbury,H,2-1,W,John Morgan 2,LPC,1,10,1,2,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-10-03T00:00:00Z,Larkhall Athletic,A,2-1,W,"Lee Gould, Stuart Nethercott",WL1,NA,11,8,2,1,NA,Alan O’Leary,NA,league,3,18,2.25
1992/93,1992-10-10T00:00:00Z,Heavitree United,H,1-1,D,Lee Gould,WL1,NA,12,9,1,1,NA,Alan O’Leary,NA,league,1,19,2.111111111111111
1992/93,1992-10-17T00:00:00Z,Barnstaple Town,A,3-1,W,"Lee Gould, Trevor O’Neill, John Morgan",WL1,NA,13,10,3,1,NA,Alan O’Leary,NA,league,3,22,2.2
1992/93,1992-10-24T00:00:00Z,Odd Down (Bath),H,0-1,L,NA,WL1,NA,14,11,0,1,NA,Alan O’Leary,NA,league,0,22,2
1992/93,1992-10-26T00:00:00Z,Bishop Sutton,H,1-1,D,Trevor O’Neill,WL1,NA,15,12,1,1,NA,Alan O’Leary,NA,league,1,23,1.9166666666666667
1992/93,1992-10-31T00:00:00Z,Tuffley,H,2-1,W,"Trevor O’Neill, Lee Gould",FAV,1,16,1,2,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-11-07T00:00:00Z,Melksham Town,H,1-1,D,Mark Evans,WL1,NA,17,13,1,1,NA,Alan O’Leary,NA,league,1,24,1.8461538461538463
1992/93,1992-11-14T00:00:00Z,Crediton United,A,2-1,W,"John Morgan, Kevin Presley",WL1,NA,18,14,2,1,NA,Alan O’Leary,NA,league,3,27,1.9285714285714286
1992/93,1992-11-28T00:00:00Z,Ilfracombe Town,H,1-1,D,John Morgan,FAV,2,19,2,1,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-12-05T00:00:00Z,Bishop Sutton,A,2-1,W,"John Tweed, John Morgan",WL1,NA,20,15,2,1,NA,Alan O’Leary,NA,league,3,30,2
1992/93,1992-12-12T00:00:00Z,Newport IOW,A,0-1,L,NA,FAV,3,21,3,0,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-12-14T00:00:00Z,Mangotsfield United,H,0-1,L,NA,LPC,2,22,2,0,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-12-19T00:00:00Z,Clyst Rovers,A,2-1,W,"Lee Gould, Mark Evans",WL1,NA,23,16,2,1,NA,Alan O’Leary,NA,league,3,33,2.0625
1992/93,1992-12-21T00:00:00Z,Chard Town,H,4-1,W,"Trevor O’Neill 2, Mark Evans, Lee Gould",SPC,NA,24,1,4,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1992-12-26T00:00:00Z,Warminster Town,H,0-1,L,NA,WL1,NA,25,17,0,1,NA,Alan O’Leary,NA,league,0,33,1.9411764705882353
1992/93,1992-12-28T00:00:00Z,Brislington,H,0-1,L,NA,WL1,NA,26,18,0,1,NA,Alan O’Leary,NA,league,0,33,1.8333333333333333
1992/93,1993-01-09T00:00:00Z,Ilfracombe Town,A,2-1,W,"Lee Gould, Trevor O’Neill",WL1,NA,27,19,2,1,NA,Alan O’Leary,NA,league,3,36,1.894736842105263
1992/93,1993-01-16T00:00:00Z,Wellington,H,3-1,W,"Trevor O’Neill, John Morgan, Lee Gould",WL1,NA,28,20,3,1,NA,Alan O’Leary,NA,league,3,39,1.95
1992/93,1993-01-23T00:00:00Z,Ottery St Mary,A,9-1,W,"John Morgan 3, Lee Gould, Seann Wolff 2, Jon Burr, Trevor O’Neill, Paul Tainton",WL1,NA,29,21,9,1,NA,Alan O’Leary,NA,league,3,42,2
1992/93,1993-01-25T00:00:00Z,Keynsham Town,H,3-1,W,"Trevor O’Neill 2, John Morgan",WL1,NA,30,22,3,1,NA,Alan O’Leary,NA,league,3,45,2.0454545454545454
1992/93,1993-01-30T00:00:00Z,Bridport,A,4-1,W,"John Morgan 2, Jon Burr, OG",WL1,NA,31,23,4,1,NA,Alan O’Leary,NA,league,3,48,2.0869565217391304
1992/93,1993-02-06T00:00:00Z,Glastonbury,H,0-1,L,NA,WL1,NA,32,24,0,1,NA,Alan O’Leary,NA,league,0,48,2
1992/93,1993-02-08T00:00:00Z,Larkhall Athletic,H,2-1,W,Trevor O’Neill 2,WL1,NA,33,25,2,1,NA,Alan O’Leary,NA,league,3,51,2.04
1992/93,1993-02-13T00:00:00Z,Keynsham Town,A,3-1,W,"John Morgan 2, Seann Wolff",WL1,NA,34,26,3,1,NA,Alan O’Leary,NA,league,3,54,2.076923076923077
1992/93,1993-02-15T00:00:00Z,Taunton Town,A,1-1,D,Trevor O’Neill,SPC,NA,35,2,1,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1992/93,1993-02-20T00:00:00Z,Calne Town,H,0-1,L,NA,WL1,NA,36,27,0,1,NA,Alan O’Leary,NA,league,0,54,2
1992/93,1993-02-24T00:00:00Z,Radstock Town,A,1-1,D,Trevor O’Neill,WL1,NA,37,28,1,1,NA,Alan O’Leary,NA,league,1,55,1.9642857142857142
1992/93,1993-03-01T00:00:00Z,Backwell United,H,1-1,D,Lee Gould,WL1,NA,38,29,1,1,NA,Alan O’Leary,NA,league,1,56,1.9310344827586208
1992/93,1993-03-06T00:00:00Z,Barnstaple Town,H,3-1,W,"Sean Wolff, John Tweed 2",WL1,NA,39,30,3,1,NA,Alan O’Leary,NA,league,3,59,1.9666666666666666
1992/93,1993-03-10T00:00:00Z,Devizes Town,A,0-1,L,NA,WL1,NA,40,31,0,1,NA,Alan O’Leary,NA,league,0,59,1.903225806451613
1992/93,1993-03-13T00:00:00Z,Clyst Rovers,H,1-1,D,John Morgan,WL1,NA,41,32,1,1,NA,Alan O’Leary,NA,league,1,60,1.875
1992/93,1993-03-20T00:00:00Z,Heavitree United,A,0-1,L,NA,WL1,NA,42,33,0,1,NA,Alan O’Leary,NA,league,0,60,1.8181818181818181
1992/93,1993-03-23T00:00:00Z,Wellington,A,2-1,W,"Lee Gould, Trevor O’Neill",WL1,NA,43,34,2,1,NA,Alan O’Leary,NA,league,3,63,1.8529411764705883
1992/93,1993-03-27T00:00:00Z,Ilfracombe Town,A,3-1,W,"John Tweed 2, Lee Gould",WL1,NA,44,35,3,1,NA,Alan O’Leary,NA,league,3,66,1.8857142857142857
1992/93,1993-04-03T00:00:00Z,Bridport,H,1-1,D,Paul Terry,WL1,NA,45,36,1,1,NA,Alan O’Leary,NA,league,1,67,1.8611111111111112
1992/93,1993-04-05T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WL1,NA,46,37,0,1,NA,Alan O’Leary,NA,league,0,67,1.8108108108108107
1992/93,1993-04-10T00:00:00Z,Ottery St Mary,H,4-1,W,"Lee Gould 2, John Tweed, Trevor O’Neill",WL1,NA,47,38,4,1,NA,Alan O’Leary,NA,league,3,70,1.8421052631578947
1992/93,1993-04-21T00:00:00Z,Calne Town,A,0-1,L,NA,WL1,NA,48,39,0,1,NA,Alan O’Leary,NA,league,0,70,1.794871794871795
1992/93,1993-04-27T00:00:00Z,Backwell United,A,1-1,D,John Morgan,WL1,NA,49,40,1,1,NA,Alan O’Leary,NA,league,1,71,1.775
1993/94,1993-08-24T00:00:00Z,Pewsey Vale,A,1-1,D,John Tweed,WL1,NA,1,1,1,1,NA,Alan O’Leary,NA,league,1,1,1
1993/94,1993-08-28T00:00:00Z,Weston-super-Mare,A,1-1,D,Sean Wolff,FAC,P,2,1,1,1,NA,Alan O’Leary,NA,cup,NA,NA,NA
1993/94,1993-09-04T00:00:00Z,Warminster Town,A,2-1,W,"David Loxton, Julian Seviour",WL1,NA,3,2,2,1,NA,Alan O’Leary,NA,league,3,4,2
1993/94,1993-09-06T00:00:00Z,Radstock Town,H,4-1,W,"Trevor O’Neill, John Tweed 2, Paul Griffiths",WL1,NA,4,3,4,1,NA,Alan O’Leary,NA,league,3,7,2.3333333333333335
